acupoint,internationalnumber,nickname,meridian,place,symptom,matchpoint,picture,massage,massage_no,moxibustion,moxibustion_no,cupping,cupping_no,puncture,puncture_no,scratch,scratch_no,five_element_point,yuan_primary_point,meridian_name,luo_connecting_point,intersection_point,fiveshu_point
金門穴," BL63","關梁 ",11,足外側部，外踝前緣直下，骰骨下緣凹陷處。當申脈與京骨連線的中點。《針灸甲乙經》：「在足外踝下」；《外台秘要》一作：「外踝下一寸」，《奇經八脈考》作：「一寸五分」；《針灸聚英》作「申脈下一寸」；《神應經》：「外踝下少後，丘墟後，申脈前。」,舒筋、清神。古典：頭痛、頭風、項痛、肩痛、踝痛、歷節風、轉筋、癇症、癲狂、嘔吐、眩暈、瘧疾。現代：腓腸肌痙攣。,頭風、頭痛：申脈、金門。轉筋：丘墟、金門。傷寒耳聾：聽會、金門。驚癎如狂：神門、解溪、崑崙、僕參、金門。  ,https://3.bp.blogspot.com/-Db2EQOW5eKg/WPbjEWZdNCI/AAAAAAAARUM/EEpol0LfXF0RTobU0mL-MO2BYYXY517IACK4B/s400/jinmen.jpg,"按摩:用大拇指按揉200次,能治療足痛、頭痛等疾病。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可以用來治療腰痛。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
長強穴," DU1","尾閭, 龜尾, 窮骨, 下極之俞, 氣之陰郄 ",8,"關元、中極、曲骨、長強穴位橫斷面 (引自《嚴振國穴位解剖》)長強穴位 (引自《經絡與穴道》)尾骨尖端下，肛門後方凹陷中，伏臥，當尾骨端與肛門連線的中點處。《針灸甲乙經》：「在脊骶端」，《太平聖惠方》：「在腰俞下，脊骸端陷者中。」《針灸聚英》：「脊骶骨端下三分」。《動功按摩秘訣》：「在尾骶骨尖上陷中是穴，伏地取之。」",鎮痙、提脛、止瀉、通便。古典：脊強、反折、腰痛上寒、腰脊強急不可俯仰、腰尻重、頭重、心痛、洞泄、痢疾、脫肛、腸風下血、淋癃、大小便難、縮陰、痔疾、癲狂、小兒驚癎、瘛瘲、少年注夏贏瘦、童勞。現代：癲癎、精神分裂症、肛裂、破傷風、尾骨痛、肛門瘙痒、陰痒、陰囊濕疹、陽痿、遺尿、前列腺炎、引產。,大小便難、淋癃：長強、小腸俞。小兒驚癎：身柱、長強。痔血：長強、承山。小腸氣痛：長強、大敦。痢疾、脫肛：百會、長強。  ,https://1.bp.blogspot.com/-vy_-C69gQPI/WP4MUel_ynI/AAAAAAAASi0/STb0CfhgOYQETLsggJJONRBuWUzdx07dACK4B/s400/changgqian1.jpg,"按摩:用大拇指或中指按揉200次,每天持續,能治痿、腹瀉、脫肛、便血等疾病。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療脫肛、腹瀉。"," "," "," "," "," "," "," ",NULL,NULL,督脈,1,NULL,NULL
長谷穴," EX-CA14","循際, 長平 ",,仰臥，在腹中部，平臍，左右旁開各2.5寸處取之，計2穴。,不嗜食，水腫，下痢，腎炎，慢性腸胃病。,不嗜食：長谷、足三里。 ,https://2.bp.blogspot.com/-M_BvZpBXJk4/WP9VPrKKAmI/AAAAAAAASwA/FFTmo0cf9gUmRoWLkE5ZJ_rg4DJUJek0wCK4B/s320/zhanggu.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
間使穴," PC5"," ",2,"間使、支溝穴位橫斷面 (引自《嚴振國穴位解剖》)間使穴位 (引自《經絡與穴道》)前臂掌側，腕橫紋上3寸，掌長肌腱與橈側腕屈肌腱之間，當曲澤與大陵的連線上。《靈樞•本輸》：「兩筋之間，三寸之中也」；《針灸甲乙經》：「在掌後三寸，兩筋間陷者中。」",寧心、安神、寬胸、治瘧。古典：心痛、心悸、胸痹、煩躁、癲狂、嘔吐、咽中如梗、失音不語、瘧疾、月經不調血結成塊、熱病煩心、面赤目黃、腋腫、臂痛屈伸不利、肘內廉痛、肘攣、掌中熱。現代：風濕性心臟病、心絞痛、心肌梗死、心肌炎、精神分裂症、單純性甲狀腺腫、乳癖。,卒心胸痛：間使、神門、列缺、大敦。瘧疾：風池、間使、環跳。卒狂：間使、後溪、合谷。喑不能言：間使、合谷。邪癲：水溝、間使。失間囁嚅：天鼎、間使。  ,https://1.bp.blogspot.com/-9g8oiYsblkw/WPjXALSSgWI/AAAAAAAARwY/9nvsLG-4pmgOoE7k-iIvUvE3dCfcyUIdgCK4B/s320/jianshi.jpg,"按摩:用大拇指或中指按揉200次,能治療心痛、嘔吐、反胃等。",注意事項：,"艾灸:用艾條溫和灸5〜20分鐘,可用於治療前臂冷痛、心悸等。",注意事項：以局部有溫熱感、無灼痛為宜。,"拔罐:用火罐留罐5〜10分鐘,隔天1次,用於治療前臂痛。",注意事項：留罐時間不宜超過20分鐘," "," ","刮痧:從上向下刮拭3~5分鐘,隔天1次,可用於治療煩躁、瘧疾等。","注意事項：刮痧後飲用溫開水,以便排毒。",金穴,NULL,手厥陰心包經,NULL,NULL,經穴
闌尾穴," EX-LE7"," ",,在小腿前側上部，當犢鼻下五寸，脛骨前緣旁開一橫指。,急、慢性闌尾炎，胃脘疼痛，消化不良，下肢痿痹，足下垂。,急性單純性闌尾炎：闌尾穴、天樞。 ,https://2.bp.blogspot.com/-_njvdKCKDs8/WQGroekF7DI/AAAAAAAATF4/kvUzdUha-JkMUVtdebZD9g8hQNG5ctLcACK4B/s1600/lanwei2.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
關元俞穴," BL26"," ",11,腰部第五腰椎棘突下旁開1.5寸處。《太平聖惠方》：「在第十七椎下兩旁，相去同身寸一寸半」。,益腎、健腰。古典：腰痛、泄瀉、痢疾、腹脹、小便難、婦人瘕聚。現代：慢性腸炎、糖尿病、貧血、慢性盆腔炎、膀胱炎。,風勞腰痛：關元俞、膀胱俞。慢性腸炎：脾俞、腎俞、關元俞。腎炎：腎俞、關元俞、天樞、三陰交。糖尿病：脾俞、三焦俞、腎俞、關元俞。痛經：肝俞、脾俞、關元俞。  ,https://2.bp.blogspot.com/-kP3KZMmtRiY/WPd42vjSoGI/AAAAAAAARjc/mNGw6R9lzcQ8Y8ot4cpy9w5Fc5SPDzK_ACK4B/s400/guanyuanshu.jpg,"按摩:用大拇指按揉200次,能治療腸鳴、便秘等疾病。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
關元穴," RN4","三結交, 大中極, 下紀, 次門 ",1,"關元、中極、曲骨、長強穴位橫斷面 (引自《嚴振國穴位解剖》)關元穴位 (引自《經絡與穴道》)下腹部正中線臍中下3寸處，當中極上1寸。《針灸甲乙經》：「在臍下三寸。」",益腎氣，利下焦，回陽救逆。古典：真陽不足，下焦虛寒，腹中窘急，腹痛，泄瀉，便秘，便血，小便不利，小便數，遺尿，遺精，陽萎，帶下，月經不調，中風脫證，四肢厥逆，身冷，六脈微細，虛勞，傷中溺血，腰背臍痛引陰，水腫，消渴，少腹滿，無子。現代：休克早期，呃逆，反胃，菌痢，腸道蛔虫症，腎炎，尿路感染，尿瀦留，乳糜尿，射精不能，脫肛子宮脫垂，盆腔炎，功能失調性子宮出血，促排卵。,氣癃溺黃：關元、陰陵泉。泄痢不止：關元、太溪。小便數：關元、湧泉。尿道炎：關元、列缺、曲泉、三陰交。絲虫病乳糜尿：關元、三陰交。腹痛腹瀉：天樞、關元、足三里。崩漏：關元、隱白。體虛：關元、足三里。  ,https://1.bp.blogspot.com/-6lFpDCzZVbc/WP3cJMERGDI/AAAAAAAASeY/LXFYPXzqeQEKg0olFrPT2VztT4-q2yZ8wCK4B/s400/guanyuan.jpg,"按摩:用大拇指按揉200次,每天持續,能治療疝氣、陽痿。"," ","艾灸:用艾條溫和灸或隔薑灸5〜20分鐘,每天1次,可用於治療各種虛勞。"," ","拔罐:用火罐留罐5〜10分鐘,隔天1次,用於治療癰閉、淋證。"," "," "," "," "," ",NULL,NULL,任脈,NULL,NULL,NULL
關衝穴," SJ1",關沖,6,手環指末節尺側，距指甲角1分處。《靈樞•本輸》：「手小指次指之端也」；《針灸甲乙經》：「去指甲角發韭葉」；《醫學入門》補充：「外側」；即環指甲廓尺側角後旁1分凹陷處。,泄熱、利喉舌。古典：頭痛、寒熱、頭眩、心痛、心煩、昏厥、目痛、口乾、口苦、舌卷、舌緩不語、喉痹、耳聾鳴、肩背痛、臂痛、肘痛。現代：急性扁桃體炎、喉炎、結膜炎。,舌緩不語：啞門、關衝。小兒熱病反張：大橫、關衝。,https://2.bp.blogspot.com/-zUw-lTDYPOI/WPmKCcsB5xI/AAAAAAAARyQ/YRvlsQCXviw8coP8ExCzfHwNAFLSrcLfgCK4B/s320/guanchong.jpg,"按摩:用大拇指指尖掐按,能治療頭痛、目赤。",注意事項：稍用力掐按。,"艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療頭痛、耳鳴。",注意事項：以局部有溫熱感、無灼痛為宜。," "," ","刺血:用三棱針刺血關衝,可治療頭痛、目赤腫痛、昏厥等疾病。",注意事項：局部腫脹時效果明顯。,"刮痧:用刮痧板從上向下刮拭關沖,可治療頭痛、小兒消化不良等。塗上潤滑劑","注意事項：保持潤滑,以免刮傷皮膚",金穴,NULL,手少陽三焦經,NULL,NULL,井穴
關門穴," ST22"," ",14,上腹部，臍中上3寸（建里）旁開2寸處，當不容與天樞連線的中點。《針灸甲乙經》：「在梁門下，太乙上，足陽明脈中間，穴外延」；《千金要方》：「在梁門下一寸」；《類經圖翼》：「對建里」。,調胃腸，消脹滿，化積滯。古典：腹脹善滿，積氣，腸鳴卒痛，泄，不欲食，脘痛，挾臍急痛，水腫，遺溺，便秘，痰瘧振寒，腹中氣游定挾臍急，身腫重。現代：急慢性胃炎。,遺尿：(1)關門、神門、委中。(2)關門、中府、神門。  ,https://1.bp.blogspot.com/-e7HluluLx-Q/WPS_-a-dg6I/AAAAAAAARAw/v4yj9mmgZAsti8rZIuaQC2zgxT2G-IBmwCK4B/s400/guanmen.jpg,"按摩:用大拇指或掌根按揉200次,可治療胃痛。"," ","艾灸:用艾條温和灸5〜20分鐘,可用於治療食欲不振、腹脹痛、水腫、小便不利、小兒遺尿。"," "," "," "," "," "," "," ",NULL,NULL,足陽明胃經,NULL,NULL,NULL
附分穴," BL41"," ",11,背部第二胸椎棘突下旁開3寸，當肩胛骨上角內緣凹陷處。內與風門相平，上對肩外俞。《針灸甲乙經》：「在第二椎下，附項內廉兩傍各三寸」；《針灸資生經》：「﹝附分至秩邊﹞二十八穴，當准《千金方》，除脊各三寸取穴。」所述分寸有所出入。,古典：肩背拘急、風冷客于腠理、頸項強痛、背痛引頭、臂肘不仁。現代：背肌風濕痛、頸椎病。,肩背拘急酸痛：大椎、附分、肩髃、天井。  ,https://4.bp.blogspot.com/-boMA9jLWedM/WPdcPZHxnEI/AAAAAAAARfI/p4wBtkdqAvoZvrX4LVoe52ZEKhtwbycbgCK4B/s400/fufen.jpg,"按摩:大拇指按揉200次,能防治頸項肩背疼"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療頸項肩背疼痛。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
陰交穴," RN7","少關, 橫戶 ",1,下腹部正中線臍中下1寸處。《針灸甲乙經》：「在臍下一寸。」,利水，消脹，理經帶。古典：水腫，腹痛，腹滿，小腸氣撮痛連臍，驚不得眠，小便不利，月水不通，無子。現代：功能失調性子宮出血，盆腔炎。,小腸氣痛：陰交、湧泉。崩中：陰交、石門。功能性子宮出血：肝俞、脾俞、陰交、三陰交、隱白。  ,https://4.bp.blogspot.com/-tK4NUdBAJIU/WP39LWfX1NI/AAAAAAAASgw/2sFAnVa1DdoYMrzDBZA-_Y4Wl5NXI4UKwCK4B/s1600/yinjiao.jpg,"按摩:用大拇指按揉200次,每天持續,能治療月經不調、腹痛。",注意事項：孕婦按摩前把手搓熱。,"艾灸:用艾條溫和灸5〜20分鐘,可治療崩漏、疝氣等。",注意事項：孕婦慎用。," "," "," "," ","刮痧:從上向下刮拭3~5分鐘,隔天1次,可治療腹脹、水腫等。",注意事項：刮痧後注意保暖。,NULL,NULL,任脈,NULL,NULL,NULL
陰包穴," LR9","陰胞 ",9,大腿內側，股骨內上髁上四寸，當股內肌與縫匠肌之間凹陷處。《針灸甲乙經》：「在膝上四寸，股內廉兩筋間」；《針灸聚英》：「卷足取之，看膝內側必有槽中」；此外，《循經考穴編》：「《明堂》云在血海上一寸」；《針灸集成》：「橫直陰市」。所說分寸有所出入。,調經理氣，通調水道。古典：月經不調，腰痛、腹痛、遺尿、小便不利、腰尻痛引少腹痛。現代：子宮內膜炎。,月水不調：陰包、蠡溝。子宮脫垂：氣海、陰包、三陰交。  ,https://4.bp.blogspot.com/-59xyVjenJTA/WPyalSHM7tI/AAAAAAAASRE/oGMg-KmYReUJq5lkvKHeu-m0HqvDXG2-QCK4B/s640/yinbao.jpg,"按摩:用大拇指按揉200次,用於治療月經不調。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調等。"," "," "," "," "," "," "," ",NULL,NULL,足厥陰肝經,NULL,NULL,NULL
陰市穴," ST33"," ",14,大腿前面，髂前上棘與髕底外側端連線上，髕底上3寸處。《針灸甲乙經》：「在膝上三寸，伏兔下，若拜而取之。」《神應經》：「在膝蓋上三寸。」,祛寒濕、利膝關。古典：寒疝痛，腹脹滿，痿厥少氣，腿膝無力，膝中寒，水腫大腹，兩足拘攣。現代：膝關節炎，股外側皮神經炎。,寒疝：陰市、肝俞。寒疝腹痛：陰市、太溪、肝俞。  ,https://3.bp.blogspot.com/-X5TpkheKSI4/WPTL8HboTCI/AAAAAAAARCA/JLrPsLbrwzQB2aIJCQs8Heax0hsUWiQjwCK4B/s400/yinshi.jpg,"按摩:用大拇指按揉200次,可用於治療腰腿痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,可以用來治療下肢寒痹、疝氣。"," "," "," "," "," "," "," ",NULL,NULL,足陽明胃經,NULL,NULL,NULL
陰廉穴," LR11"," ",9,大腿內側根部，氣衝直下二寸，當恥骨結節下方，長收肌外緣凹陷處。或于足五里直上一寸處定穴。《針灸甲乙經》：「在羊矢下，去氣衝二寸動脈中」；《針方六集》：「羊矢者，膚中有核知羊矢也」；《類經圖翼》：「在羊矢下斜里三分，直上去氣衝二寸」；《針灸集成》：「在五里上一寸大些」。,調經理血，疏通經絡。古典：月經不調、赤白帶下、外陰瘙痒，腿股痛、下肢痿痹。近代報道：腹股溝淋巴結炎、痛經。,痛經：關元、陰廉、三陰交。  ,https://4.bp.blogspot.com/-uSX5cnSneJg/WPyTyi_HlII/AAAAAAAASQU/4d68CqiqnCwB_Q0hHetIA9pdj-BCm8dYwCK4B/s400/yinlian.jpg,"按摩:用大拇指按揉200次,用於治療小腹痛、月經不調。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足厥陰肝經,NULL,NULL,NULL
陰谷穴," KI10"," ",12,膕窩內側，屈膝時當半腱肌肌腱與半膜肌肌腱之間凹陷處。《靈樞•本輸》：「輔骨之後，大筋之下，小筋之上也，按之應手，屈膝而得之。」《循經考穴編》：「屈膝有兩縫尖，上為曲泉，下為陰谷。」,理下焦、除脹滿。古典：婦人漏血、帶下、腹脹滿不得息、小便黃、溺難、陽痿、少腹急引陽及腳內廉、陰囊濕痒、膝膕酸痛。現代：胃痙攣、膀胱炎、陰道炎。,小便黃赤：陰谷、太溪、腎俞、氣海、膀胱俞、關元。霍亂：陰谷、足三里。癃閉：關元、陰谷。白帶過多、陰痒、陰囊濕疹：關元、上髎、陰谷。  ,https://1.bp.blogspot.com/-myfhxNW5r3c/WPiijb0piJI/AAAAAAAARtU/yOOZ9lDeBrQcofwkY_cCQLcJJyBue3gNQCK4B/s320/yingu.jpg,"按摩:用大拇指按揉200次,能治療陽痿、月經不調。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療陽痿、疝氣、月經不調等疾病。"," "," "," "," "," "," "," ",水穴,NULL,足少陰腎經,NULL,NULL,合穴
陰郄穴," HT6","少陰郄, 手少陰郄 ",5,"陰郄穴位 (引自《經絡與穴道》)前臂掌側，腕橫紋上5分，尺側腕屈肌腱橈側凹陷處。當神門上5分。《針灸甲乙經》：「在掌後脈中，去腕五分」；《循經考穴編》：「在兌骨大筋下陰分間，陰郄在筋上，陽谷在筋下」。",清心火，潛虛陽，安神志，固表分。古典：頭痛，眩暈，心痛，驚悸，洒淅惡寒，鼻衄，吐血，喉痹，盜汗，小兒骨蒸，失音不能言，霍亂，胸中滿，寒嗽。現代：神經衰弱，肺結核。,心痛、煩滿舌強：陰郄、中衝。多驚：陰郄、間使、二間、厲兌。盜汗：陰郄、後溪。  ,https://3.bp.blogspot.com/-nZpuV_g0N64/WPW_drZpytI/AAAAAAAARJQ/Z3ZQeubOFVIfNsz2i104Dkjm_xp1WkSgwCK4B/s400/yinxi.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,手少陰心經,NULL,NULL,NULL
陰都穴," KI19","食宮, 通關 ",12,上腹部臍上四寸（中脘）旁開五分處。《針灸甲乙經》：「在通谷下一寸」；《千金要方》：「俠胃管（中脘）兩邊相去一寸，胃管在心下三寸。」,調腸胃、利氣。古典：心滿、氣逆、肺脹、脅下熱痛、腸鳴、大便難、腹痛、身寒熱、痎瘧。現代：消化不良、不孕症。,心中煩滿：巨闕、陰都。肺脹、膨膨氣搶、脅下熱滿痛：陰都、太淵、肺俞。盜汗：氣海、中極、陰都、間使、手五里。,https://1.bp.blogspot.com/-5bNJj6dYAsw/WPiVJzpzJ7I/AAAAAAAARrA/kxpL_Kez7b8zmG5TUqZDeIWxzShqyXTigCK4B/s400/yindu.jpg,"按摩:用大拇指按揉200次,能治療胃脘脹痛、嘔吐。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調、閉經、小腹痛等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足少陰腎經,NULL,NULL,NULL
陰陵泉穴," SP9","陰之陵泉 ",10,"陽陵泉、陰陵泉穴位橫斷面 (引自《嚴振國穴位解剖》)陰陵泉穴位 (引自《經絡與穴道》)小腿內側，脛骨內側髁後下方凹陷處。與陽陵泉相對，當脛骨內側緣與腓腸肌之間，比目魚肌起點部上方。《靈樞•本輸》：「輔骨之下，陷者之中也」；《針灸甲乙經》補充：「在膝下內側…」；《針方六集》：「輔骨下一指」；《神應經》：「屈膝取之，膝橫紋頭下是穴。與陽陵泉相對，稍高一寸。」",運中焦，化濕滯，調膀胱，祛風冷。古典：腹中寒，腹中氣脹，洞泄不化，不嗜食，腸中切痛，脅下滿，水腫，腹堅，小便不利或失禁，寒熱，陰痛，遺精，霍亂，足痹痛，鶴膝風，腰腿膝痛，腳氣水腫，疝瘕。現代：腎炎，尿閉，腹水，腸炎，黃疸。,失禁遺尿不自知：陰陵泉、陽陵泉。腹寒：陰陵泉、三陰交。水腫盈臍：陰陵泉、水分。霍亂：陰陵泉、承山、解溪、太白。癃閉腹水：陰陵泉、水分、中極、足三里、三陰交。黃疸：陰陵泉、三陰交、日月、至陽、膽俞、陽綱。  ,https://2.bp.blogspot.com/-UBAjzk1Jl60/WPXNNM9SRTI/AAAAAAAARK4/a9CGuG7Ta98YD6AeJ841jlZ7blzeiwmfwCK4B/s400/yinlingquan.jpg,"按摩:用大拇指按揉200次,用於治療各種脾胃病。"," ","艾灸:用艾條溫和灸5〜20分鐘,可用於治療小便不利。"," "," "," "," "," "," "," ",水穴,NULL,足太陰脾經,NULL,NULL,合穴
